Source Name	Comment[original source name]	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[developmental stage]	Characteristics[age]	Unit[time unit]	Term Source REF	Term Accession Number	Characteristics[sex]	Characteristics[individual]	Characteristics[organism part]	Characteristics[fraction]	Characteristics[protocol]	Material Type	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Comment[single cell isolation]	Comment[library construction]	Comment[end bias]	Comment[input molecule]	Comment[primer]	Comment[spike in]	Comment[cdna read]	Comment[cdna read offset]	Comment[cdna read size]	Comment[cell barcode offset]	Comment[cell barcode read]	Comment[cell barcode size]	Comment[umi barcode offset]	Comment[umi barcode read]	Comment[umi barcode size]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[BAM_URI]	Comment[read1 file]	Comment[FASTQ_URI]	Comment[read2 file]	Comment[FASTQ_URI]	Factor Value[developmental stage]	Factor Value[age]	Unit[time unit]	Factor Value[phenotype]	Factor Value[protocol]
T06_TH_TOT_5GEX_3	T06_TH_TOT_VDJT_3	ERS4228676	SAMEA6463172	Homo sapiens	infant	30	month	  	  	male	T06	thymus	total cells	VDJ-T enrichment	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	T06_TH_TOT_VDJT_3	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	150	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	T06_TH_TOT_VDJT_3	sequencing assay	ERX3806161	T06_TH_TOT_VDJT_3.bam	T06_TH_TOT_VDJT_3.bam	ERR3804271	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804271/T06_TH_TOT_VDJT_3.bam	T06_TH_TOT_VDJT_3_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/T06_TH_TOT_VDJT_3_R1.fastq.gz	T06_TH_TOT_VDJT_3_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/T06_TH_TOT_VDJT_3_R2.fastq.gz	postnatal	30	month	total cells	VDJ-T enrichment
T06_TH_TOT_5GEX_4	T06_TH_TOT_VDJT_4	ERS4228677	SAMEA6463173	Homo sapiens	infant	30	month	  	  	male	T06	thymus	total cells	VDJ-T enrichment	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	T06_TH_TOT_VDJT_4	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	150	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	T06_TH_TOT_VDJT_4	sequencing assay	ERX3806162	T06_TH_TOT_VDJT_4.bam	T06_TH_TOT_VDJT_4.bam	ERR3804272	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804272/T06_TH_TOT_VDJT_4.bam	T06_TH_TOT_VDJT_4_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/T06_TH_TOT_VDJT_4_R1.fastq.gz	T06_TH_TOT_VDJT_4_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/T06_TH_TOT_VDJT_4_R2.fastq.gz	postnatal	30	month	total cells	VDJ-T enrichment
T07_TH_EPCAM_5GEX	T07_TH_EPCAM_S3	ERS4228623	SAMEA6463118	Homo sapiens	infant	3	month	  	  	male	T07	thymus	EPCAM-positive	gene expression	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	T07_TH_EPCAM_S3	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	91	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	T07_TH_EPCAM_S3	sequencing assay	ERX3806108	T07_TH_EPCAM_S3.bam	T07_TH_EPCAM_S3.bam	ERR3804218	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804218/T07_TH_EPCAM_S3.bam	T07_TH_EPCAM_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/T07_TH_EPCAM_R1.fastq.gz	T07_TH_EPCAM_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/T07_TH_EPCAM_R2.fastq.gz	postnatal	3	month	EPCAM-positive	gene expression
T07_TH_TOT_5GEX_1	T07_TH_TOT_1_S1	ERS4228626	SAMEA6463121	Homo sapiens	infant	3	month	  	  	male	T07	thymus	total cells	gene expression	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	T07_TH_TOT_1_S1	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	91	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	T07_TH_TOT_1_S1	sequencing assay	ERX3806111	T07_TH_TOT_1_S1.bam	T07_TH_TOT_1_S1.bam	ERR3804221	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804221/T07_TH_TOT_1_S1.bam	T07_TH_TOT_1_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/T07_TH_TOT_1_R1.fastq.gz	T07_TH_TOT_1_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/T07_TH_TOT_1_R2.fastq.gz	postnatal	3	month	total cells	gene expression
T07_TH_TOT_5GEX_2	T07_TH_TOT_2_S2	ERS4228627	SAMEA6463122	Homo sapiens	infant	3	month	  	  	male	T07	thymus	total cells	gene expression	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	T07_TH_TOT_2_S2	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	91	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	T07_TH_TOT_2_S2	sequencing assay	ERX3806112	T07_TH_TOT_2_S2.bam	T07_TH_TOT_2_S2.bam	ERR3804222	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804222/T07_TH_TOT_2_S2.bam	T07_TH_TOT_2_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/T07_TH_TOT_2_R1.fastq.gz	T07_TH_TOT_2_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/T07_TH_TOT_2_R2.fastq.gz	postnatal	3	month	total cells	gene expression
A43_TH_TOT_5GEX_1	WSSS8062669	ERS4228660	SAMEA6463155	Homo sapiens	adult	35 to 40	year	EFO	UO_0000036	male	A43	thymus	total cells	gene expression	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	WSSS8062669	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	91	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	WSSS8062669	sequencing assay	ERX3806145	WSSS8062669.bam	WSSS8062669.bam	ERR3804255	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804255/WSSS8062669.bam	WSSS8062669_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/WSSS8062669_R1.fastq.gz	WSSS8062669_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/WSSS8062669_R2.fastq.gz	postnatal	35 to 40	year	total cells	gene expression
A43_TH_45NM_5GEX_1	WSSS8062670	ERS4228603	SAMEA6463098	Homo sapiens	adult	35 to 40	year	EFO	UO_0000036	male	A43	thymus	CD45-negative (MACS)	gene expression	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	WSSS8062670	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	91	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	WSSS8062670	sequencing assay	ERX3806088	WSSS8062670.bam	WSSS8062670.bam	ERR3804198	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804198/WSSS8062670.bam	WSSS8062670_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/WSSS8062670_R1.fastq.gz	WSSS8062670_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/WSSS8062670_R2.fastq.gz	postnatal	35 to 40	year	CD45-negative (MACS)	gene expression
A43_TH_TOT_5GEX_2	WSSS8062674	ERS4228661	SAMEA6463156	Homo sapiens	adult	35 to 40	year	EFO	UO_0000036	male	A43	thymus	total cells	gene expression	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	WSSS8062674	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	91	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	WSSS8062674	sequencing assay	ERX3806146	WSSS8062674.bam	WSSS8062674.bam	ERR3804256	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804256/WSSS8062674.bam	WSSS8062674_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/WSSS8062674_R1.fastq.gz	WSSS8062674_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/WSSS8062674_R2.fastq.gz	postnatal	35 to 40	year	total cells	gene expression
A43_TH_45NM_5GEX_2	WSSS8062675	ERS4228604	SAMEA6463099	Homo sapiens	adult	35 to 40	year	EFO	UO_0000036	male	A43	thymus	CD45-negative (MACS)	gene expression	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	WSSS8062675	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV2	5 prime tag	polyA RNA	oligo-dT	none	read 2	0	91	0	read 1	16	16	read 1	10	P-MTAB-92515	Wellcome Sanger Institute	WSSS8062675	sequencing assay	ERX3806089	WSSS8062675.bam	WSSS8062675.bam	ERR3804199	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804199/WSSS8062675.bam	WSSS8062675_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/WSSS8062675_R1.fastq.gz	WSSS8062675_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/WSSS8062675_R2.fastq.gz	postnatal	35 to 40	year	CD45-negative (MACS)	gene expression
C40_TH_TOT_1	WSSS8084742	ERS4228662	SAMEA6463157	Homo sapiens	embryo	7	week	  	  	female	C40	thymus	total cells	gene expression	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	WSSS8084742	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV3	3 prime tag	polyA RNA	oligo-dT	none	read 2	0	91	0	read 1	16	16	read 1	12	P-MTAB-92515	Wellcome Sanger Institute	WSSS8084742	sequencing assay	ERX3806147	WSSS8084742.bam	WSSS8084742.bam	ERR3804257	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804257/WSSS8084742.bam	WSSS8084742_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/WSSS8084742_R1.fastq.gz	WSSS8084742_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/WSSS8084742_R2.fastq.gz	prenatal	7	week	total cells	gene expression
C40_TH_TOT_2	WSSS8084743	ERS4228663	SAMEA6463158	Homo sapiens	embryo	7	week	  	  	female	C40	thymus	total cells	gene expression	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	WSSS8084743	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV3	3 prime tag	polyA RNA	oligo-dT	none	read 2	0	91	0	read 1	16	16	read 1	12	P-MTAB-92515	Wellcome Sanger Institute	WSSS8084743	sequencing assay	ERX3806148	WSSS8084743.bam	WSSS8084743.bam	ERR3804258	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804258/WSSS8084743.bam	WSSS8084743_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/WSSS8084743_R1.fastq.gz	WSSS8084743_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/WSSS8084743_R2.fastq.gz	prenatal	7	week	total cells	gene expression
C41_TH_TOT_1	WSSS8084744	ERS4228664	SAMEA6463159	Homo sapiens	embryo	8	week	  	  	male	C41	thymus	total cells	gene expression	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	WSSS8084744	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV3	3 prime tag	polyA RNA	oligo-dT	none	read 2	0	91	0	read 1	16	16	read 1	12	P-MTAB-92515	Wellcome Sanger Institute	WSSS8084744	sequencing assay	ERX3806149	WSSS8084744.bam	WSSS8084744.bam	ERR3804259	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804259/WSSS8084744.bam	WSSS8084744_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/WSSS8084744_R1.fastq.gz	WSSS8084744_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/WSSS8084744_R2.fastq.gz	prenatal	8	week	total cells	gene expression
C41_TH_TOT_2	WSSS8084745	ERS4228665	SAMEA6463160	Homo sapiens	embryo	8	week	  	  	male	C41	thymus	total cells	gene expression	organism part	P-MTAB-92512	P-MTAB-92513	P-MTAB-92514	WSSS8084745	PAIRED	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	RNA-Seq	150	0	10x	10xV3	3 prime tag	polyA RNA	oligo-dT	none	read 2	0	91	0	read 1	16	16	read 1	12	P-MTAB-92515	Wellcome Sanger Institute	WSSS8084745	sequencing assay	ERX3806150	WSSS8084745.bam	WSSS8084745.bam	ERR3804260	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR380/ERR3804260/WSSS8084745.bam	WSSS8084745_R1.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/WSSS8084745_R1.fastq.gz	WSSS8084745_R2.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-8581/WSSS8084745_R2.fastq.gz	prenatal	8	week	total cells	gene expression
